<ID|readonly|noverify>;<English>
ussr_gaz_mm_72k_without_crew_1;GAZ MM (72-K)
ussr_gaz_mm_72k_without_crew_2;SPAA
ussr_zis_12_94KM_1945_shop;ZiS-12 (94-KM)
ussr_zis_12_94KM_1945_0;Stalingradsky Traktoriy Zavod 12 (94-KM)
ussr_zis_12_94KM_1945_1;ZiS-12 (94-KM)
ussr_zis_12_94KM_1945_2;SPAA
ussr_zis_43_shop;ZiS-43
ussr_zis_43_0;Stalingradsky Traktoriy Zavod 43
ussr_zis_43_1;ZiS-43
ussr_zis_43_2;SPAA
ussr_btr_152a_shop;BTR-152A
ussr_btr_152a_0;Ob'yekt 140A | Bronetransportor 152A (ZPTU-2) (KB Stalingradsky Traktoriy Zavod)
ussr_btr_152a_1;BTR-152A
ussr_btr_152a_2;SPAA
ussr_btr_zd_shop;BTR-ZD
ussr_btr_zd_0;Ob'yekt 925S | Bronetransportor ZD Skryezhyet
ussr_btr_zd_1;BTR-ZD
ussr_btr_zd_2;SPAA
ussr_btr_80a_shop;BTR-80A
ussr_btr_80a_0;GAZ–5903 | Bronetransportor 80A
ussr_btr_80a_1;BTR-80A
ussr_btr_80a_2;Armored Car
ussr_zut_37_shop;ZUT-37
ussr_zut_37_0;Zenitnaya Ustanovka Tankovaya Kalibra 37 mm
ussr_zut_37_1;ZUT-37
ussr_zut_37_2;SPAA
ussr_zsu_37_shop;ZSU-37
ussr_zsu_37_0;Zenitnaya Samokhodnaya Ustanovka 37
ussr_zsu_37_1;ZSU-37
ussr_zsu_37_2;SPAA
ussr_zsu_57_2_shop;ZSU-57-2
ussr_zsu_57_2_0;Ob'yekt 500 | Zenitnaya Samokhodnaya Ustanovka 57-2 "Sparka"
ussr_zsu_57_2_1;ZSU-57-2
ussr_zsu_57_2_2;SPAA
ussr_zsu_37_2_shop;ZSU-37-2
ussr_zsu_37_2_0;Ob'yekt 119 | Zenitnaya Samokhodnaya Ustanovka 37-2 2A1 Yenisyej
ussr_zsu_37_2_1;ZSU-37-2
ussr_zsu_37_2_2;SPAA
ussr_zsu_23_4_shop;ZSU-23-4
ussr_zsu_23_4_0;Ob'yekt 575 | Zenitnaya Samokhodnaya Ustanovka 23-4 2A6 Shilka
ussr_zsu_23_4_1;ZSU-23-4
ussr_zsu_23_4_2;SPAA
ussr_zprk_2s6_shop;2K22 Tunguska
ussr_zprk_2s6_0;Ob'yekt 352M1 | 2K22 Tunguska
ussr_zprk_2s6_1;2K22 Tunguska
ussr_zprk_2s6_2;SPAA
ussr_9a35_m2_shop;9A35M2 Strela-10
ussr_9a35_m2_0;9A35M2 Strela-10
ussr_9a35_m2_1;9A35 Strela-10
ussr_9a35_m2_2;SPAA
ussr_pantsyr_s1_shop;96K6 Pantsir-S1
ussr_pantsyr_s1_0;96K6 Pantsir-S1
ussr_pantsyr_s1_1;96K6 Pantsir-S1
ussr_pantsyr_s1_2;SPAA
ussr_m53_59_shop;PLDvK vz. 53/59
ussr_m53_59_0;Praga Protiletadlový dvojkanón vzor 53/59 "Ještěrka"
ussr_m53_59_1;PLDvK vz. 53/59
ussr_m53_59_2;SPAA
ussr_pzkpfw_III_ausf_J_L42_shop;▂ T-III
ussr_pzkpfw_III_ausf_J_L42_0;T-III
ussr_pzkpfw_III_ausf_J_L42_1;▂ T-III
ussr_pzkpfw_III_ausf_J_L42_2;Medium Tank
ussr_pzkpfw_V_shop;T-V Pantyera
ussr_pzkpfw_V_0;T-V Pantyera
ussr_pzkpfw_V_1;T-V Pantyera
ussr_pzkpfw_V_2;Medium Tank
ussr_m3c_shop;▂ M3 Li
ussr_m3c_0;M3 Li
ussr_m3c_1;▂ M3s
ussr_m3c_2;Medium Tank
ussr_m4a2_76w_sherman_shop;▂ M4A2-76
ussr_m4a2_76w_sherman_0;M4A2-76 Sherman "Emcha"
ussr_m4a2_76w_sherman_1;▂ M4A2-76
ussr_m4a2_76w_sherman_2;Medium Tank
ussr_valentine_mk_9_shop;Valentayn MK III
ussr_valentine_mk_9_0;Valentayn Mk III
ussr_valentine_mk_9_1;Valentayn
ussr_valentine_mk_9_2;Infantry tank
ussr_a_12_mk_2_matilda_2A_F96_shop;▂ Mk II (F-96)
ussr_a_12_mk_2_matilda_2A_F96_0;Mk II Matil'da-II obr.1944g. (F-96)
ussr_a_12_mk_2_matilda_2A_F96_1;▂ Mk II
ussr_a_12_mk_2_matilda_2A_F96_2;Infantry tank
ussr_type_62_shop;▂ ZTQ-62
ussr_type_62_0;Wuqì Zhuangbèi WZ-131 | Armored Tank, Light ZTQ1962
ussr_type_62_1;▂ ZTQ-62
ussr_type_62_2;Light tank
ussr_type_65_aa_shop;▂ Phòng không T-34
ussr_type_65_aa_0;Xe tăng phòng không 37mm
ussr_type_65_aa_1;▂ Phòng không T-34
ussr_type_65_aa_2;SPAA
ussr_pt_76b_shop;PT-76B
ussr_pt_76b_0;Ob'yekt 740B | Plavayushchiy Tank PT-76B
ussr_pt_76b_1;PT-76B
ussr_pt_76b_2;Light tank
ussr_pt_76_57_shop;PT-76E
ussr_pt_76_57_0;Ob'yekt 740E | Plavayushchiy Tank PT-76E
ussr_pt_76_57_1;PT-76E
ussr_pt_76_57_2;Light tank
ussr_object_906_shop;PT-85
ussr_object_906_0;Ob'yekt 906 | plavayushchiy tank PT-85
ussr_object_906_1;PT-85
ussr_object_906_2;Light tank
ussr_bmp_1_shop;BMP-1
ussr_bmp_1_0;Ob'yekt 765 sp.4 | Boyevaya Mashina Pyekhoty 1
ussr_bmp_1_1;BMP-1P
ussr_bmp_1_2;Light tank
ussr_bmp_2_shop;BMP-2
ussr_bmp_2_0;Ob'yekt 675 | Boyevaya Mashina Pyekhoty 1
ussr_bmp_2_1;BMP-2
ussr_bmp_2_2;Light tank
ussr_bmp_2m_shop;BMP-2M
ussr_bmp_2m_0;Ob'yekt 675 | Boyevaya Mashina Pyekhoty 2 Modernizirovany
ussr_bmp_2m_1;BMP-2M
ussr_bmp_2m_2;Light tank
ussr_bmp_3_shop;BMP-3
ussr_bmp_3_0;Ob'yekt 688A | Boyevaya Mashina Pyekhoty 3
ussr_bmp_3_1;BMP-3
ussr_bmp_3_2;Light tank
ussr_bmd_4_shop;BMD-4
ussr_bmd_4_0;Ob'yekt 960 | Boyevaya Mashina Desanta 4 Bakhcha-U
ussr_bmd_4_1;BMD-4
ussr_bmd_4_2;Light tank
ussr_9p149_shop;9P149M Shturm-S
ussr_9p149_0;Ob'yekt 49 | Boyevaya Mashina 9P149M Shturm-S
ussr_9p149_1;Shturm-S
ussr_9p149_2;SPG
ussr_it_1_shop;IT-1
ussr_it_1_0;Ob'yekt 150 | Istrebitel Tankov 1 Yaguar
ussr_it_1_1;IT-1
ussr_it_1_2;ATGMV
ussr_9p157_shop;9P157-2 Khrizantema-S
ussr_9p157_0;Ob'yekt 699 sb.2 | Boyevaya Mashina 9P157-2 Khrizantema-S
ussr_9p157_1;Khrizantema-S
ussr_9p157_2;SPG
ussr_object_120_shop;Ob'yekt 120
ussr_object_120_0;Ob'yekt 120 | Samokhodnaya Protivotankovaya Pushka SU-152 "Taran"
ussr_object_120_1;Ob'yekt 120
ussr_object_120_2;SPG
ussr_object_268_shop;Ob'yekt 268
ussr_object_268_0;Ob'yekt 268
ussr_object_268_1;Ob'yekt 268
ussr_object_268_2;SPG
ussr_object_279_shop;Ob'yekt 279
ussr_object_279_0;Ob'yekt 279
ussr_object_279_1;Ob'yekt 279
ussr_object_279_2;Heavy tank
ussr_object_435_shop;Ob'yekt 435
ussr_object_435_0;Ob'yekt 435
ussr_object_435_1;Ob'yekt 435
ussr_object_435_2;Medium Tank
ussr_object_685_shop;Ob'yekt 685
ussr_object_685_0;Ob'yekt 685 "Sud'ya"
ussr_object_685_1;Ob'yekt 685
ussr_object_685_2;Light tank
ussr_2s38_shop;2S38 Derivaciya-PVO
ussr_2s38_0;Ob'yekt 688D-sb.6 | Boyevaya Mashina 2S38 Derivaciya Protivovozdushnaya oborona
ussr_2s38_1;2S38
ussr_2s38_2kSPAA;
ussr_2s25_shop;2S25 Sprut-SD
ussr_2s25_0;Ob'yekt 952 | Samokhodnaya Protivotankovaya Pushka 2S25 Sprut-SD
ussr_2s25_1;2S25
ussr_2s25_2;Light tank
ussr_2s25m_shop;2S25M Sprut-SDM1
ussr_2s25m_0;Ob'yekt 952M | Samokhodnaya Protivotankovaya Pushka 2S25M Sprut-SD Modernizirovany 1
ussr_2s25m_1;2S25M
ussr_2s25m_2;Light tank
ussr_2s3m_shop;2S3M Akatsiya
ussr_2s3m_0;Ob'yekt 303M | Samohodnaya SO-152M 2S3M Akatsiya-M
ussr_2s3m_1;2S3M
ussr_2s3m_2;SPG
ussr_2s1_shop;2S1 Gvozdika
ussr_2s1_0;Samokhodnaya Artilleriyskaya Ustanovka 122 2S1 Gvozdika
ussr_2s1_1;2S1	
ussr_2s1_2;SPH
shop/group/ussr_t_34_40_41_group;T-34 obr.1940 / 41
shop/group/ussr_t_34_42_group;T-34 obr.1942 / T-34 Ekran
shop/group/ussr_t_54_group;T-54
shop/group/ussr_t_55_group;T-55
shop/group/ussr_t_62_group;T-62
shop/group/ussr_t_72b_group;T-72B
shop/group/ussr_kv_1_2_group;KV obr.1939
shop/group/ussr_kv_1_85_group;KV-1 / KV-85
shop/group/ussr_is_2_1944_group;IS-2 obr.1944
shop/group/ussr_zis_su_group;ZiS-30 / SU-57B
shop/group/ussr_su_isu_152_group;SU-85 / SU-152 / ISU-152
shop/group/ussr_su_isu_122_group;SU-85M / ISU-122
shop/group/ussr_isu_su_group;ISU-122S / SU-100
shop/group/ussr_zis_group;ZiS-12 / ZiS-43
shop/group/ussr_t_64_group;T-64
shop/group/ussr_bmp_1_group;BMP-1 / PT-85
shop/group/ussr_bmp_2_group;BMP-2 / Ob'yekt 685
shop/group/ussr_bmp_3_group;BMP-3 / 2S25
;
;
USSR_HELICOPTERS;
mi_4av_shop;Mi-4AV
mi_4av_0;Mil Mi-4A Vooruzhenniy
mi_4av_1;Mi-4AV
mi_4av_2;Mi-4
mi_8tv_shop;Mi-8TV
mi_8tv_0;Mil Mi-8 Transportnyy, Vooruzhonnyy
mi_8tv_1;Mi-8TV
mi_8tv_2;Mi-8
mi_24a_shop;Mi-24A
mi_24a_0;Mil Mi-24A "Stakan"
mi_24a_1;Mi-24A
mi_24a_2;Mi-24
mi_24d_shop;Mi-25
mi_24d_0;Mil Mi-25
mi_24d_1;Mi-25
mi_24d_2;Mi-25
mi_24v_shop;Mi-24V
mi_24v_0;Mil Mi-24V "Galina"
mi_24v_1;Mi-24V
mi_24v_2;Mi-24
mi_24p_shop;Mi-24P
mi_24p_0;Mil Mi-24P "Galina"
mi_24p_1;Mi-24P
mi_24p_2;Mi-24
mi_28n_shop;Mi-28N
mi_28n_0;Mil Mi-28 Nochnoj "Nochnoj Okhotnik"
mi_28n_1;Mi-28N
mi_28n_2;Mi-28N
mi_28nm_shop;Mi-28NM
mi_28nm_0;Mil Mi-28N ochnoj Modernizeerovannyy
mi_28nm_1;Mi-28N
mi_28nm_2;Mi-28N
mi_35m_shop;Mi-35M
mi_35m_0;Mil Mi-35M
mi_35m_1;Mi-35M
mi_35m_2;Mi-35
ka_29_shop;Ka-29
ka_29_0;Kamov Ka-29
ka_29_1;Ka-29
ka_29_2;Ka-29
ka_50_shop;Ka-50
ka_50_0;Kamov Ka-50 "Chyornaya Akula"
ka_50_1;Ka-50
ka_50_2;Ka-50
ka_52_shop;Ka-52
ka_52_0;Kamov Ka-52 "Alligator"
ka_52_1;Ka-52
ka_52_2;Ka-52
;
;
USSR_AVIATION;
shop/group/i-15_group;I-15
i-15_1934_shop;I-15 (SGR-1820)
i-15_1934_0;Polikarpov Istrebitel-15 (Wright SGR-1820 F-3 engine)
i-15_1934_1;I-15
i-15_1934_2;I-15
i-15_1935_shop;I-15 (M-22)
i-15_1935_0;Polikarpov Istrebitel-15 (Shvetsov M-22 engine)
i-15_1935_1;I-15
i-15_1935_2;I-15
i-15_1935_moscow_shop;I-15 (M-25A)
i-15_1935_moscow_0;Polikarpov Istrebitel-15 (Shvetsov M-25A engine)
i-15_1935_moscow_1;I-15
i-15_1935_moscow_2;I-15
i-15bis_shop;I-15bis
i-15bis_0;Polikarpov Istrebitel-15bis
i-15bis_1;I-15
i-15bis_2;I-15
i-15bis_krasnolutsky_shop;Krasnolutsky's I-15bis
i-15bis_krasnolutsky_0;Captain Krasnolutsky's Polikarpov Istrebitel-15bis [15 | 65th Assault Aviation Regiment]
i-15bis_krasnolutsky_1;I-15
i-15bis_krasnolutsky_2;I-15
i-153_m62_shop;I-153
i-153_m62_0;Polikarpov Istrebitel-153 Chaika
i-153_m62_1;I-153
i-153_m62_2;I-153
i-153_m62_zhukovskiy_shop;Zhukovsky's I-153
i-153_m62_zhukovskiy_0;Sergey Y. Zhukovsky's Polikarpov Istrebitel-153 [127th Fighter Aviation Regiment]
i-153_m62_zhukovskiy_1;I-153
i-153_m62_zhukovskiy_2;I-153
i-153p_shop;I-153P
i-153p_0;Polikarpov Istrebitel-153 Pushechnyy Chaika
i-153p_1;I-153P
i-153p_2;I-153
shop/group/i-16_group;I-16
i-16_type5_shop;I-16 Typ 5
i-16_type5_0;Polikarpov Istrebitel-16 Typ 5 "Ishak"
i-16_type5_1;I-16 Typ 5
i-16_type5_2;I-16
i-16_type10_shop;I-16 Typ 10
i-16_type10_0;Polikarpov Istrebitel-16 Tip 10 "Ishak"
i-16_type10_1;I-16 Typ 10
i-16_type10_2;I-16
i-16_type18_shop;I-16 Typ 18
i-16_type18_0;Polikarpov Istrebitel-16 Typ 18 "Ishak"
i-16_type18_1;I-16 Typ 18
i-16_type18_2;I-16
i-16_type24_shop;I-16 Typ 24
i-16_type24_0;Polikarpov Istrebitel-16 Typ 24 "Ishak"
i-16_type24_1;I-16
i-16_type24_2;I-16
i-16_type27_shop;I-16 Typ 27
i-16_type27_0;Polikarpov Istrebitel-16 Typ 27 "Ishak"
i-16_type27_1;I-16
i-16_type27_2;I-16
i-16_type28_shop;I-16 Typ 28
i-16_type28_0;Polikarpov Istrebitel-16 Typ 28 "Ishak"
i-16_type28_1;I-16 Typ 28
i-16_type28_2;I-16
i_29_shop;I-29
i_29_0;Yakovlev Istrebitel-29
i_29_1;I-29
i_29_2;I-29
i_180_shop;I-180S
i_180_0;Polikarpov Istrebitel-180S
i_180_1;I-180S
i_180_2;I-180
i_185_m71_standard_shop;I-185 (M-71)
i_185_m71_standard_0;Polikarpov Istrebitel-185 (M-71)
i_185_m71_standard_1;I-185
i_185_m71_standard_2;I-185
i_185_m82_shop;I-185 (Ash-82)
i_185_m82_0;Polikarpov Istrebitel-185 (Shvetsov ASh-82)
i_185_m82_1;I-185
i_185_m82_2;I-185
i_225_shop;I-225
i_225_0;Mikoyan-Gurevich Istrebitel-225
i_225_1;I-225
i_225_2;I-225
;
lagg-i-301_shop;I-301
lagg-i-301_0;Lavochkin-Gorbunov-Gudkov Istrebitel 301
lagg-i-301_1;I-301
lagg-i-301_2;I-301
;
shop/group/sb_group;SB
sb_shop;SB
sb_0;Tupolev SB
sb_1;SB
sb_2;SB
sb_2m_100_shop;SB 2M-100
sb_2m_100_0;Tupolev Skorostnoi Bombardirovschik 2M-100
sb_2m_100_1;SB
sb_2m_100_2;SB
sb_2m_103c_shop;SB 2M-103
sb_2m_103c_0;Tupolev Skorostnoi Bombardirovschik 2M-103
sb_2m_103c_1;SB
sb_2m_103c_2;SB
sb_2m_103_mv3_shop;SB 2M-103 (MV-3)
sb_2m_103_mv3_0;Tupolev Skorostnoi Bombardirovschik 2M-103 (MV-3 Turret)
sb_2m_103_mv3_1;SB
sb_2m_103_mv3_2;SB
sb_2m_103u_shop;SB 2M-103U
sb_2m_103u_0;Tupolev Skorostnoi Bombardirovschik 2M-103U
sb_2m_103u_1;SB
sb_2m_103u_2;SB
sb_2m_103u_mv3_shop;SB 2M-103U (MV-3)
sb_2m_103u_mv3_0;Tupolev Skorostnoi Bombardirovschik 2M-103U (MV-3 Turret)
sb_2m_103u_mv3_1;SB
sb_2m_103u_mv3_2;SB
sb_2m_105_shop;SB 2M-105
sb_2m_105_0;Tupolev Skorostnoi Bombardirovschik 2M-105
sb_2m_105_1;SB
sb_2m_105_2;SB
tb_3_m17_32_shop;TB-3 4M-17-32
tb_3_m17_32_0;Tupolev Tyazhyolyy Bombardirovshchik-3 4M-17-32
tb_3_m17_32_1;TB-3
tb_3_m17_32_2;TB-3
db_3b_shop;DB-3B
db_3b_0;Ilyushin DB-3B
db_3b_1;DB-3B
db_3b_2;DB-3
;
tandem_mai_shop;Sh-Tandem
tandem_mai_0;Moscow Aviation Institute Sh-Tandem
tandem_mai_1;Sh-Tandem
tandem_mai_2;Sh-Tandem
;
bi_shop;BI-1
bi_0;Byeryeznyak-Isayev Blizhniy Istrebitel 1
bi_1;BI-1
bi_2;BI
;
mbr-2_shop;MBR-2bis
mbr-2_0;Beriev Morskoy Blizhnii Razvedchik 2bis "Korova"
mbr-2_1;MBR-2bis
mbr-2_2;MBR-2
;
itp_m1_shop;ITP
itp_m1_0;Polikarpov Istrebitel Tyazholiy Pushechniy
itp_m1_1;ITP
itp_m1_2;ITP
;
tis_ma_shop;TIS
tis_ma_0;Samolet MA | Polikarpov Tyazholyy Istrebitel' Soprovozhdeniya
tis_ma_1;TIS
tis_ma_2;TIS
;
ar_2_shop;Ar-2
ar_2_0;Arkhangelsky Ar-2
ar_2_1;Ar-2
ar_2_2;Ar-2
;
kor_1_shop;Be-2
kor_1_0;Beriev Be-2
kor_1_1;Be-2
kor_1_2;Be-2
be_6_shop;Be-6
be_6_0;Beriev Be-6
be_6_1;Be-6
be_6_2;Be-6
;
shop/group/il-2i_group;Il-2 1941 / 1942
shop/group/il-2m_group;Il-2 1943 / 1944
il_2_1941_shop;Il-2 obr.1941
il_2_1941_0;Ilyushin Il-2 Obraztsa 1941 Goda "Ilyusha"
il_2_1941_1;Il-2
il_2_1941_2;Il-2
il-2i_shop;Il-2 obr.1942
il-2i_0;Ilyushin Il-2 Obraztsa 1942 Goda "Ilyusha"
il-2i_1;Il-2
il-2i_2;Il-2
il_2m_1943_shop;Il-2 obr.1943
il_2m_1943_0;Ilyushin Il-2 Obraztsa 1943 Goda
il_2m_1943_1;Il-2M
il_2m_1943_2;Il-2
il_2_37_1943_shop;Il-2 obr.1943 NS-37
il_2_37_1943_0;Ilyushin Il-2 Obraztsa 1943 Goda с NS-37
il_2_37_1943_1;Il-2M
il_2_37_1943_2;Il-2
il-2m_shop;Il-2 obr.1944
il-2m_0;Ilyushin Il-2 Obraztsa 1944 Goda
il-2m_1;Il-2M
il-2m_2;Il-2
il-2m_mstitel_shop;Il-2 obr.1944 «Mstitel»
il-2m_mstitel_0;Ilyushin Il-2 Obraztsa 1944 Goda [567-j Shturmovoj Aviatsionnyj Polk] «Mstitel»
il-2m_mstitel_1;Il-2M
il-2m_mstitel_2;Il-2
il_2_m82_shop;Ilyushin Il-2ASch-82
il_2_m82_0;Ilyushin Il-2ASch-82
il_2_m82_1;Il-2M
il_2_m82_2;Il-2
il-4_shop;Il-4
il-4_0;Ilyushin Il-4
il-4_1;Il-4
il-4_2;Il-4
shop/group/il-10_group;Il-10
il-10_shop;Il-10 (1945)
il-10_0;Ilyushin Il-10 (1945)
il-10_1;Il-10
il-10_2;Il-10
il-10_1946_shop;Il-10M
il-10_1946_0;Ilyushin Il-10M
il-10_1946_1;Il-10M
il-10_1946_2;Il-10
shop/group/il_28_group;Il-28
il_28_shop;Il-28
il_28_0;Ilyushin Il-28
il_28_1;Il-28
il_28_2;Il-28
il_28sh_shop;Il-28Sh
il_28sh_0;Ilyushin Il-28Sh
il_28sh_1;Il-28Sh
il_28sh_2;Il-28
;
shop/group/la_5_group;La-5 / La-5F
la-5_type37_early_shop;La-5
la-5_type37_early_0;Lavochkin La-5 Tip 37, serii 8
la-5_type37_early_1;La-5
la-5_type37_early_2;La-5
la-5_type39_shop;La-5F
la-5_type39_0;Lavochkin La-5 Forsirovannyy Tip 39
la-5_type39_1;La-5
la-5_type39_2;La-5
la-5fn_shop;La-5FN
la-5fn_0;Lavochkin La-5 Forsirovannyy Neposredstvennogo Tip 41, serii 34
la-5fn_1;La-5
la-5fn_2;La-5
la-7_shop;La-7
la-7_0;Lavochkin La-7
la-7_1;La-7
la-7_2;La-7
la-7_dolgushin_shop;Dolgushin's La-7
la-7_dolgushin_0;Sergei Dolgushin's Lavochkin La-7 [Belyy 93 | 156th Fighter Aviation Regiment]
la-7_dolgushin_1;La-7
la-7_dolgushin_2;La-7
la-7b-20_shop;La-7 (B-20)
la-7b-20_0;Lavochkin La-7 (B-20)
la-7b-20_1;La-7
la-7b-20_2;La-7
la-9_shop;La-9
la-9_0;Lavochkin La-9
la-9_1;La-9
la-9_2;La-9
la-11_shop;La-11
la-11_0;Lavochkin La-11
la-11_1;La-11
la-11_2;La-11
shop/group/la_200_group;La-15 / La-200
la-15_shop;La-15
la-15_0;Lavochkin La-15
la-15_1;La-15
la-15_2;La-15
la_174_shop;La-174
la_174_0;Lavochkin La-174
la_174_1;La-174
la_174_2;La-174
la_200_toriy_shop;La-200
la_200_toriy_0;Lavochkin La-200 (Torij-A)
la_200_toriy_1;La-200
la_200_toriy_2;La-200
;
shop/group/lagg-3_group;LaGG-3-8/11
shop/group/lagg-3_late_group;LaGG-3-35/66
lagg-3-1_shop;LaGG-3-1
lagg-3-1_0;Lavochkin-Gorbunov-Gudkov LaGG-3 serii 1
lagg-3-1_1;LaGG-3
lagg-3-1_2;LaGG-3
lagg-3-4_shop;LaGG-3-4
lagg-3-4_0;Lavochkin-Gorbunov-Gudkov LaGG-3 serii 4
lagg-3-4_1;LaGG-3
lagg-3-4_2;LaGG-3
lagg-3-8_shop;LaGG-3-8
lagg-3-8_0;Lavochkin-Gorbunov-Gudkov LaGG-3 serii 8
lagg-3-8_1;LaGG-3
lagg-3-8_2;LaGG-3
lagg-3-11_shop;LaGG-3-11
lagg-3-11_0;Lavochkin-Gorbunov-Gudkov LaGG-3 serii 11
lagg-3-11_1;LaGG-3
lagg-3-11_2;LaGG-3
lagg-3-23_shop;LaGG-3-23
lagg-3-23_0;Lavochkin-Gorbunov-Gudkov LaGG-3 serii 23
lagg-3-23_1;LaGG-3
lagg-3-23_2;LaGG-3
lagg-3-29_shop;LaGG-3-29
lagg-3-29_0;Lavochkin-Gorbunov-Gudkov LaGG-3 serii 29
lagg-3-29_1;LaGG-3
lagg-3-29_2;LaGG-3
lagg-3-34_shop;LaGG-3-34
lagg-3-34_0;Lavochkin-Gorbunov-Gudkov LaGG-3 serii 34
lagg-3-34_1;LaGG-3
lagg-3-34_2;LaGG-3
lagg-3-35_shop;LaGG-3-35
lagg-3-35_0;Lavochkin-Gorbunov-Gudkov LaGG-3 serii 35
lagg-3-35_1;LaGG-3
lagg-3-35_2;LaGG-3
lagg-3-66_shop;LaGG-3-66
lagg-3-66_0;Lavochkin-Gorbunov-Gudkov LaGG-3 serii 66
lagg-3-66_1;LaGG-3
lagg-3-66_2;LaGG-3
;
shop/group/mig-3_group;MiG-3
mig-3_shop;MiG-3
mig-3_0;Mikoyan-Gurevich MiG-3
mig-3_1;MiG-3
mig-3_2;MiG-3
mig_3_series_1_15_shop;MiG-3-15
mig_3_series_1_15_0;Mikoyan-Gurevich MiG-3 Serii 15
mig_3_series_1_15_1;MiG-3
mig_3_series_1_15_2;MiG-3
mig_3_series_1_15_bk_pod_shop;MiG-3-15 (UBK)
mig_3_series_1_15_bk_pod_0;Mikoyan-Gurevich MiG-3 Serii 15 (Universal Berezin Kryl'evoj)
mig_3_series_1_15_bk_pod_1;MiG-3
mig_3_series_1_15_bk_pod_2;MiG-3
mig_3_series_34_shop;MiG-3-34
mig_3_series_34_0;Mikoyan-Gurevich MiG-3 Serii 34
mig_3_series_34_1;MiG-3
mig_3_series_34_2;MiG-3
shop/group/mig-9_group;MiG-9
mig-9_shop;MiG-9
mig-9_0;Izdeliye FS | Mikoyan-Gurevich MiG-9
mig-9_1;MiG-9
mig-9_2;MiG-9
mig-9_it_shop;MiG-9 FN
mig-9_it_0;Izdeliye FN | Mikoyan-Gurevich MiG-9
mig-9_it_1;I-307
mig-9_it_2;I-307
shop/group/mig-15_group;MiG-15
mig-15_ns23_shop;MiG-15
mig-15_ns23_0;Izdeliye C | Mikoyan-Gurevich MiG-15
mig-15_ns23_1;MiG-15
mig-15_ns23_2;MiG-15
mig-15_shop;MiG-15bis
mig-15_0;Izdeliye SD |Mikoyan-Gurevich MiG-15bis
mig-15_1;MiG-15
mig-15_2;MiG-15
mig-15bis_ns23_shop;MiG-15bis
mig-15bis_ns23_0;Mikoyan-Gurevich MiG-15bis (NS-23)
mig-15bis_ns23_1;MiG-15bis
mig-15bis_ns23_2;MiG-15
mig-15bis_ish_shop;MiG-15bis ISh
mig-15bis_ish_0;Mikoyan-Gurevich MiG-15bis Istryebitel Shturmovik
mig-15bis_ish_1;MiG-15bis ISh
mig-15bis_ish_2;MiG-15
mig-17_shop;MiG-17
mig-17_0;Izdeliye SI | Mikoyan-Gurevich MiG-17
mig-17_1;MiG-17
mig-17_2;MiG-17
mig-17_cuba_shop;MiG-17AS
mig-17_cuba_0;Mikoyan-Gurevich MiG-17AS
mig-17_cuba_1;MiG-17AS
mig-17_cuba_2;MiG-17
mig-19pt_shop;MiG-19PT
mig-19pt_0;Izdeliye SM-7/2T | Mikoyan-Gurevich MiG-19PT
mig-19pt_1;MiG-19PT
mig-19pt_2;MiG-19
shop/group/mig-19_group;MiG-19 / MiG-21F
shop/group/mig-21_group;MiG-21
mig-21_s_shop;MiG-21S
mig-21_s_0;Mikoyan-Gurevich MiG-21S (R-13-300)
mig-21_s_1;MiG-21S
mig-21_s_2;MiG-21
mig-21_f13_shop;MiG-21F-13
mig-21_f13_0;Izdeliye 74 | Mikoyan-Gurevich MiG-21 Forsirovannyy, K-13
mig-21_f13_1;MiG-21F
mig-21_f13_2;MiG-21
mig-21_smt_shop;MiG-21SMT
mig-21_smt_0;Izdeliye 50 | Mikoyan-Gurevich MiG-21 Sapfir, Modernizirovannyy, Toplivo
mig-21_smt_1;MiG-21SMT
mig-21_smt_2;MiG-21
mig-21_bis_shop;MiG-21bis
mig-21_bis_0;Izdeliye 75 | Mikoyan-Gurevich MiG-21bis
mig-21_bis_1;MiG-21bis
mig-21_bis_2;MiG-21
mig-21_pfm_shop;MiG-21PFM
mig-21_pfm_0;Izdeliye 94 | Mikoyan-Gurevich MiG-21 Perekhvatchik, Forsirovannyy, Modernizirovannyy
mig-21_pfm_1;MiG-21PFM
mig-21_pfm_2;MiG-21
shop/group/mig-23m_group;MiG-23
mig_23m_shop;MiG-23M
mig_23m_0;Izdeliye 23-11M |Mikoyan-Gurevich MiG-23M
mig_23m_1;MiG-23M
mig_23m_2;MiG-23
mig_23ml_shop;MiG-23ML
mig_23ml_0Izdeliye 23-12 |;Mikoyan-Gurevich MiG-23M Lyogkiy
mig_23ml_1;MiG-23ML
mig_23ml_2;MiG-23
mig_23mld_shop;MiG-23MLD
mig_23mld_0;Izdeliye 23-18 |Mikoyan-Gurevich MiG-23M Lyogkiy D
mig_23mld_1;MiG-23MLD
mig_23mld_2;MiG-23
shop/group/mig_27_group;MiG-27
mig_27m_shop;MiG-27M
mig_27m_0;Izdeliye 32-29 | Mikoyan-Gurevich MiG-27M
mig_27m_1;MiG-27M
mig_27m_2;MiG-27
mig_27k_shop;MiG-27K
mig_27k_0;Izdeliye 23BK | Mikoyan-Gurevich MiG-27K "Kaira"
mig_27k_1;MiG-27K
mig_27k_2;MiG-27
mig_29_9_13_shop;MiG-29
mig_29_9_13_0;Izdeliye 9-13 | Mikoyan-Gurevich MiG-29
